Beleidsdomein;Thema;Subthema;Verstrekker;KBO-nr;Vestiging;Naam subsidieontvanger;Postcode;Gemeente;Land;Jaar;Toegekend (EUR);Betaald (EUR)
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0759877313;;RETAIL SIJSELE;8340;DAMME;België;2023;375;375
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0699918049;;NSOLAR;8340;DAMME;België;2023;0;128
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0408230438;;BLANCKAERT;8340;DAMME;België;2022;398;0
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0675980627;;HET ZEKERHUIS;8340;DAMME;België;2024;462;462
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0765291495;;SDB SERVICE;8340;DAMME;België;2024;53;0
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0790646307;;VP SUPPORTS;8340;DAMME;België;2023;164;164
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0818328325;;BD CONSULT;8340;DAMME;België;2025;57;57
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0479416560;;APOCHEM;8340;DAMME;België;2022;525;525
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0735986510;;TVP TRADING;8340;DAMME;België;2024;134;134
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0765291495;;SDB SERVICE;8340;DAMME;België;2022;99;99
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0833024518;;FIND BALANCE;8340;DAMME;België;2022;539;539
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0472325959;;BOUWBEDRIJF LOUWYCK-DE BRABANDER;8340;DAMME;België;2025;133;58
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0779613843;;Q-PILOT;8340;DAMME;België;2022;289;289
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0711795304;;KINE HEYMAN;8340;DAMME;België;2023;51;51
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0464841222;;ARCHITECTENBUREAU CLAERHOUT-VAN BIERVLIET;8340;DAMME;België;2023;299;0
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;1003856463;;GROEF;8340;DAMME;België;2024;65;65
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0664624303;;ADVOCATENKANTOOR ULRICHE DE RESE;8340;DAMME;België;2025;83;83
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0680485979;;IMMO-VI;8340;DAMME;België;2023;168;168
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0472325959;;BOUWBEDRIJF LOUWYCK-DE BRABANDER;8340;DAMME;België;2022;168;168
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0437299358;;DKH;8340;DAMME;België;2023;51;51
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0544613527;;LUTINE;8340;DAMME;België;2023;288;288
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0831804001;;TUINEN BISSCHOP;8340;DAMME;België;2022;501;501
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0465296231;;COCQUYT E. & K.;8340;DAMME;België;2024;273;0
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0767729561;;ALELOUSTI ACCOUNTANCY;8340;DAMME;België;2022;144;132
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0832903069;;INTERNATIONAL SURVEY GROUP;8340;DAMME;België;2024;390;390
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0465296231;;COCQUYT E. & K.;8340;DAMME;België;2022;900;900
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0753407017;;SHOW YOURSELF;8340;DAMME;België;2023;0;495
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0886023437;;ZEDAM;8340;DAMME;België;2024;227;227
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0692740742;;DEMAECKER GHELEYNS;8340;DAMME;België;2025;2,700;2,700
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0768767659;;PIETERS ANTHONY;8340;DAMME;België;2024;132;132
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0432806080;;ZAKENKANTOOR LAUWERS;8340;DAMME;België;2023;260;260
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0466256828;;CRICO ENGINEERING;8340;DAMME;België;2023;164;164
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0671688871;;DEMESMAEKER, NAERT & VERMINCK;8340;DAMME;België;2024;180;180
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;1019526814;;BULCKE KRISTOF;8340;DAMME;België;2025;392;0
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0429599934;;TER WYNDT;8340;DAMME;België;2024;1,222;0
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0768767659;;PIETERS ANTHONY;8340;DAMME;België;2022;53;53
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0676575097;;WEBLOVE;8340;DAMME;België;2023;812;812
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0437299358;;DKH;8340;DAMME;België;2022;426;426
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0784314878;;CHAUD;8340;DAMME;België;2022;300;300
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0761986369;;FYSIO NVR;8340;DAMME;België;2022;324;324
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0451187481;;BOUWBEDRIJF YVAN DE BAETS & ZOON;8340;DAMME;België;2024;38;38
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0561724228;;C-PROPERTY;8340;DAMME;België;2022;125;125
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0446460019;;VEEHANDEL JONCKHEERE;8340;DAMME;België;2023;53;53
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0769716972;;CLAUS INVEST;8340;DAMME;België;2022;896;896
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0436965006;;GEERT DE LEYN;8340;DAMME;België;2022;112;50
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0891099210;;ACA-DUMON;8340;DAMME;België;2023;563;563
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0726631552;;BONNE GRONDWERKEN;8340;DAMME;België;2025;480;480
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0425749628;;HELEBLITZ SERVICES;8340;DAMME;België;2025;1,034;821
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0526813928;;DLC DAK- EN GEVELWERKEN;8340;DAMME;België;2024;2,356;2,356
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0461294782;;SABIJAC;8340;DAMME;België;2022;92;92
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0658785297;;SMART SOLAR ENERGY;8340;DAMME;België;2022;105;105
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0771846321;;ALVEX;8340;DAMME;België;2023;805;1,088
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0502597877;;DE KASTEELHOEVE MOERKERKE;8340;DAMME;België;2024;488;488
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0457039155;;KNOKMOBYL;8340;DAMME;België;2024;144;144
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0837672501;;CHERLET EVELINE;8340;DAMME;België;2023;2,550;2,550
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0543721127;;GRYTEC;8340;DAMME;België;2023;214;414
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0797839252;;KERCKHOF DE ROUCK;8340;DAMME;België;2023;197;197
Economie Wetenschap en Innovatie;Groei-ondersteuning kmo's en groeibedrijven;Subsidie voor opleiding en advies voor kmo's en zelfstandigen (kmo-portefeuille);Fonds voor Innoveren en Ondernemen;0447008167;;ZOUTE TREINTJE;8340;DAMME;België;2023;153;153
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Regularisatiepremies contingentgesco's lokale besturen;Agentschap Binnenlands Bestuur;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2022;169,018;169,018
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Regularisatiepremies contingentgesco's lokale besturen;Agentschap Binnenlands Bestuur;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2023;169,018;169,018
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Regularisatiepremies contingentgesco's lokale besturen;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2024;440,944;440,944
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Regularisatiepremies contingentgesco's lokale besturen;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2022;440,944;440,944
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Regularisatiepremies contingentgesco's lokale besturen;Agentschap Binnenlands Bestuur;0207528134;;STAD DAMME;8340;DAMME;België;2023;440,944;440,944
Kanselarij, Bestuur, Buitenlandse Zaken en Justitie;Fondsen lokale financiering;Regularisatiepremies contingentgesco's lokale besturen;Agentschap Binnenlands Bestuur;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2024;169,018;169,018
Werk, Economie, Wetenschap, Innovatie, Landbouw en Sociale Economie;Land- en tuinbouwbeleid;Investeringssteun voor land- en tuinbouwers;Vlaams Landbouwinvesteringsfonds;0769552963;;DAMSE KNOTWILGENHOEVE;8340;DAMME;België;2025;16,905;16,905
Landbouw en Visserij;Vlif-steun;Investeringssteun voor land- en tuinbouwers;Vlaams Landbouwinvesteringsfonds;0828313286;;VANDEURSEN;8340;DAMME;België;2023;4,388;4,388
Landbouw en Visserij;Vlif-steun;Investeringssteun voor land- en tuinbouwers;Vlaams Landbouwinvesteringsfonds;0898437160;;COCQUYT STEFAAN & VANNESTE ELS;8340;DAMME;België;2023;15,863;15,863
Landbouw en Visserij;Vlif-steun;Investeringssteun voor land- en tuinbouwers;Vlaams Landbouwinvesteringsfonds;0769552963;;DAMSE KNOTWILGENHOEVE;8340;DAMME;België;2024;31,043;31,043
Landbouw en Visserij;Vlif-steun;Investeringssteun voor land- en tuinbouwers;Vlaams Landbouwinvesteringsfonds;0809686813;;VANDE VELDE - DE SMIDT;8340;DAMME;België;2024;3,270;3,270
Omgeving;Kwaliteit onroerenderfgoedzorg;Premie voor archeologisch vooronderzoek met ingreep in de bodem;Onroerend Erfgoed;0429609634;;BOGAFI;8340;DAMME;België;2024;2,377;2,377
Landbouw en Visserij;Visserij en aquacultuur;Subsidies visserijprojecten;Financieringsinstrument voor de Vlaamse visserij- en aquacultuursector;0550879727;;VISGRO - BEROEPSORGANISATIE VAN DE VISSECTOR;8340;DAMME;België;2023;7,776,656;0
Landbouw en Visserij;Visserij en aquacultuur;Subsidies visserijprojecten;Financieringsinstrument voor de Vlaamse visserij- en aquacultuursector;0550879727;;VISGRO - BEROEPSORGANISATIE VAN DE VISSECTOR;8340;DAMME;België;2024;0;6,221,325
Omgeving;Thema-overschrijdend instrumentarum omgeving;Subsidie voor tewerkstelling DAC-statuut bij milieu- en natuurverenigingen;DAB Fonds voor Preventie en Sanering inzake Leefmilieu en Natuur;0888829905;;NATUURPUNT BRUGS OMMELAND & MIDDENKUST;8340;DAMME;België;2023;0;75,873
Omgeving;Kwaliteit onroerenderfgoedzorg;Onderzoekspremie voor beschermde monumenten en landschappen;Onroerend Erfgoed;0207528134;;STAD DAMME;8340;DAMME;België;2022;0;740
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Subsidies aan organisaties die rechtstreekse zorg aanbieden en dit buiten een bestaande subsidie-eenheid.;VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0413726972;;ORANJE;8340;DAMME;België;2025;84,215;84,215
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Subsidies aan organisaties die rechtstreekse zorg aanbieden en dit buiten een bestaande subsidie-eenheid.;VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0413726972;;ORANJE;8340;DAMME;België;2023;255,019;255,019
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Subsidies aan organisaties die rechtstreekse zorg aanbieden en dit buiten een bestaande subsidie-eenheid.;VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0413726972;;ORANJE;8340;DAMME;België;2024;261,093;261,093
Welzijn, Volksgezondheid en Gezin;Personen met een beperking - subsidies aan organisaties die rechtstreekse zorg bieden;Subsidies aan organisaties die rechtstreekse zorg aanbieden en dit buiten een bestaande subsidie-eenheid.;VLAAMS AGENTSCHAP VOOR PERSONEN MET EEN HANDICAP;0413726972;;ORANJE;8340;DAMME;België;2022;175,249;175,249
Cultuur, Jeugd, Sport en Media;Jeugdprojecten (jeugd- en kinderrechtenbeleid);Subsidie voor experimenteel jeugdwerk;Departement Cultuur, Jeugd en Media;0804085359;;TROEF;8340;DAMME;België;2024;111,001;40,801
Landbouw en Visserij;Visserij en aquacultuur;Investeringssteun en andere maatregelen;Financieringsinstrument voor de Vlaamse visserij- en aquacultuursector;0836915901;;REDERIJ DEVAN;8340;DAMME;België;2023;11,940;0
Landbouw en Visserij;Visserij en aquacultuur;Investeringssteun en andere maatregelen;Financieringsinstrument voor de Vlaamse visserij- en aquacultuursector;0465779647;;REDERIJ THYSEBAERDT;8340;DAMME;België;2023;141,000;141,000
Landbouw en Visserij;Visserij en aquacultuur;Investeringssteun en andere maatregelen;Financieringsinstrument voor de Vlaamse visserij- en aquacultuursector;0836915901;;REDERIJ DEVAN;8340;DAMME;België;2024;0;11,115
Mobiliteit en Openbare Werken;Modi-overschrijdend mobiliteitsbeleid;Premie voor aankoop van een elektrische wagen of een wagen met brandstofcellen;Departement Mobiliteit en Openbare Werken;0550879727;;VISGRO - BEROEPSORGANISATIE VAN DE VISSECTOR;8340;DAMME;België;2024;5,000;5,000
Welzijn, Volksgezondheid en Gezin;Zorginfrastructuur - uitgaven klimaat;Energetische investeringen in zorginfrastructuur;Vlaams Infrastructuurfonds voor Persoonsgebonden Aangelegenheden;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2024;2,913;0
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0416909067;;FRUGALITA;8340;DAMME;België;2023;4,468;4,468
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0477634829;;MATTEUS;8340;DAMME;België;2022;8,442;8,442
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0416909067;;FRUGALITA;8340;DAMME;België;2024;4,587;4,587
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2023;6,523;6,523
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0502597877;;DE KASTEELHOEVE MOERKERKE;8340;DAMME;België;2024;9,723;7,239
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0862449467;;GEDESTO;8340;DAMME;België;2024;11,344;11,344
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0413726972;;ORANJE;8340;DAMME;België;2023;8,924;8,924
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0680632469;;HUISARTSENPRAKTIJK DE HOEKSTEEN;8340;DAMME;België;2024;5,756;5,756
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0413726972;;ORANJE;8340;DAMME;België;2024;3,907;3,907
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0212244809;;OPENBAAR CENTRUM VOOR MAATSCHAPPELIJK WELZIJN VAN DAMME;8340;DAMME;België;2022;6,740;6,740
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0680632469;;HUISARTSENPRAKTIJK DE HOEKSTEEN;8340;DAMME;België;2022;1,620;1,620
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0502597877;;DE KASTEELHOEVE MOERKERKE;8340;DAMME;België;2025;0;2,485
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0207528134;;STAD DAMME;8340;DAMME;België;2023;7,070;7,070
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0685798215;;OLIVIER CHRISTIAENS;8340;DAMME;België;2022;5,610;5,610
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0502597877;;DE KASTEELHOEVE MOERKERKE;8340;DAMME;België;2023;11,537;11,537
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0685798215;;OLIVIER CHRISTIAENS;8340;DAMME;België;2024;6,511;6,511
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0477634829;;MATTEUS;8340;DAMME;België;2023;4,011;4,011
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0207528134;;STAD DAMME;8340;DAMME;België;2024;15,342;15,342
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0680632469;;HUISARTSENPRAKTIJK DE HOEKSTEEN;8340;DAMME;België;2023;7,217;7,217
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0862449467;;GEDESTO;8340;DAMME;België;2023;14,697;14,697
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0465296231;;COCQUYT E. & K.;8340;DAMME;België;2023;8,950;0
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0502597877;;DE KASTEELHOEVE MOERKERKE;8340;DAMME;België;2022;7,783;7,783
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0416909067;;FRUGALITA;8340;DAMME;België;2022;3,916;3,916
Werk en Sociale Economie;Activering (werk);Vlaamse ondersteuningspremie (VOP) voor werkgevers (uitdovend stelsel);Departement Werk en Sociale Economie;0465296231;;COCQUYT E. & K.;8340;DAMME;België;2024;8,467;17,417
